KO	R2A_A_D1	R2A_A_D2	R2A_B_D1	R2A_B_D2	R2A_C_D1	R2A_C_D2	SF2_A_D1	SF2_A_D2	SF2_B_D1	SF2_B_D2	SF2_C_D1	SF2_C_D2	R1_A_D1	R1_A_D2	R1_B_D1	R1_B_D2	R1_C_D1	R1_C_D2	R2_A_D1	R2_A_D2	R2_B_D1	R2_B_D2	R2_C_D1	R2_C_D2	Fxn
K07003	7326	7621	6679	5031	6053	4981	7629	8309	8319	7899	7921	5999	7058	6785	6492	6763	4961	3700	584	8210	5453	7518	5777	3778	uncharacterized protein
K07004	2561	1900	1761	1012	1252	1068	1699	1902	1719	1534	1664	1069	1112	956	975	1003	744	505	560	319	929	1331	963	628	uncharacterized protein
K07005	1025	868	714	602	792	1052	687	1036	1077	1307	872	1051	1277	1091	1678	1103	1077	970	20	6404	1024	1995	617	697	uncharacterized protein
K07006	1656	1785	1506	816	1274	819	444	589	437	441	478	355	666	690	904	777	496	520	35	196	638	1605	657	465	uncharacterized protein
K07007	2116	1207	1188	871	980	1485	1376	1659	1787	1638	1655	1249	3900	4587	3694	3929	2433	2082	53	637	2344	4371	3024	1707	uncharacterized protein
K07008	776	535	543	465	613	612	702	847	780	632	570	492	464	403	392	370	348	150	35	64	251	346	356	137	gamma-glutamyl hercynylcysteine S-oxide hydrolase [EC:3.5.1.118]
K07009	140	57	45	62	94	83	12	23	19	9	14	27	7	10	25	17	5	2	0	2	8	38	1	4	uncharacterized protein
K07010	1481	1340	1217	832	1183	952	566	760	678	676	646	705	2468	2165	2654	2569	1633	1478	158	436	1542	2933	2046	1179	putative glutamine amidotransferase
K07011	3122	2766	2315	2184	2366	3115	2156	3010	2816	2708	2663	2662	2810	3045	3066	3153	2170	1509	367	947	2462	4246	2381	1667	uncharacterized protein
K07012	603	1015	876	1517	1381	2025	282	913	660	1197	708	1961	2072	1824	2199	1776	1597	589	200	1765	2123	2794	1867	1252	CRISPR-associated endonuclease/helicase Cas3 [EC:3.1.-.- 3.6.4.-]
K07013	42	22	21	23	13	31	111	144	113	87	88	69	35	37	41	39	18	25	16	18	44	85	22	22	uncharacterized protein
K07014	197	223	191	178	174	114	173	251	189	176	199	111	35	37	31	44	23	6	5	12	39	46	26	20	uncharacterized protein
K07015	7	3	3	16	20	63	4	17	14	29	13	71	252	216	127	176	120	83	8	59	82	259	32	127	uncharacterized protein
K07016	26	24	24	53	13	31	33	63	62	56	51	78	120	114	158	100	71	24	23	36	109	140	93	98	CRISPR-associated protein Csm1
K07017	1032	702	586	439	496	651	672	720	913	865	732	432	612	689	512	551	395	430	106	83	464	673	481	393	uncharacterized protein
K07018	686	546	556	516	684	717	416	637	600	660	544	579	735	728	1143	857	786	659	34	1627	726	1481	750	421	uncharacterized protein
K07019	1176	1072	980	684	860	728	814	1027	937	931	844	731	1180	1223	1061	1194	865	650	45	175	781	968	986	407	uncharacterized protein
K07020	492	642	575	318	601	335	159	190	151	154	149	88	172	161	151	107	148	68	7	27	136	216	157	43	uncharacterized protein
K07022	34	23	37	118	66	230	126	171	179	196	174	192	771	750	423	563	206	191	18	167	238	666	178	216	uncharacterized protein
K07023	404	393	328	291	369	450	517	680	755	760	670	567	576	626	729	691	442	398	80	1484	594	1040	541	487	putative hydrolases of HD superfamily
K07024	1351	1075	884	1012	1069	1559	1080	1532	1387	1426	1245	1377	2234	2206	1920	1710	1238	921	105	3213	1417	2485	1354	1316	uncharacterized protein
K07025	3612	3171	2709	2752	3129	4239	2711	3470	3427	3489	3012	3469	3589	3140	3848	3377	2692	2353	449	4432	2994	5544	2912	2159	putative hydrolase of the HAD superfamily
K07026	259	185	152	102	206	298	188	278	229	204	240	133	179	156	183	159	161	111	4	52	155	289	193	121	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]
K07027	1895	1878	1468	1609	1669	2313	1345	1943	1856	2436	1627	2624	3518	2996	3758	2786	2811	2173	254	11017	2919	4000	2273	1726	uncharacterized protein
K07028	1262	1483	1346	1195	1560	1538	1105	1401	1248	1274	1282	1291	1530	1408	1550	1439	1371	852	65	1700	1323	1775	1320	729	uncharacterized protein
K07029	606	486	399	316	425	451	356	468	433	384	370	248	501	588	445	427	256	200	47	78	235	507	239	219	diacylglycerol kinase (ATP) [EC:2.7.1.107]
K07030	1118	689	626	637	672	837	857	1183	1118	1028	1016	740	2739	2776	1860	2081	1019	946	68	509	1082	2308	1081	1115	uncharacterized protein
K07031	432	518	467	650	527	645	619	806	860	763	932	634	183	199	243	240	151	122	19	124	269	402	256	172	D-glycero-alpha-D-manno-heptose-7-phosphate kinase [EC:2.7.1.168]
K07032	537	513	425	319	505	576	101	152	124	169	101	207	259	262	312	267	207	227	13	79	217	485	222	123	uncharacterized protein
K07033	23	1	13	112	20	71	92	180	188	245	210	253	519	452	443	417	274	175	14	231	427	695	322	410	uncharacterized protein
K07034	126	30	60	346	184	559	77	242	153	201	121	670	143	134	281	85	128	62	22	110	240	267	236	110	uncharacterized protein
K07035	9	0	1	2	2	3	1	4	2	5	2	14	323	441	236	337	180	127	0	30	135	233	89	110	uncharacterized protein
K07037	1501	1012	1099	1216	1093	1590	1587	1984	2160	2266	1992	2037	1906	2037	1796	1886	1404	817	147	602	1748	2193	1801	1251	uncharacterized protein
K07038	927	761	705	371	481	457	635	617	742	794	619	494	1606	1541	1559	1338	1252	1040	56	4042	1158	1477	1158	621	inner membrane protein
K07039	180	136	119	59	93	95	121	139	89	99	96	67	495	501	528	483	329	341	94	56	300	650	449	179	uncharacterized protein
K07040	628	502	333	433	509	980	425	601	503	456	422	368	926	765	668	697	485	432	141	155	414	875	492	373	uncharacterized protein
K07041	68	217	116	248	96	189	185	263	398	622	215	507	538	338	958	340	692	739	12	7720	876	1098	411	348	uncharacterized protein
K07042	1030	863	776	723	946	1153	695	985	875	838	751	762	1498	1478	1480	1695	960	862	166	268	890	2213	1190	762	probable rRNA maturation factor
K07043	1075	901	804	834	1023	1463	609	911	837	887	860	1017	2611	2817	2441	2647	1718	1276	147	1061	1694	3031	1911	1344	uncharacterized protein
K07044	252	249	209	96	226	111	85	152	77	88	82	201	184	273	121	203	140	98	3	20	114	195	140	84	uncharacterized protein
K07045	2759	3643	2884	2419	2879	2406	1723	2321	2421	3091	2114	3087	1685	1248	2326	1757	1799	1292	111	3589	1798	2925	1412	1057	uncharacterized protein
K07046	702	717	668	361	605	617	251	330	296	330	271	382	216	241	480	422	285	192	6	119	339	544	370	188	L-fuconolactonase [EC:3.1.1.-]
K07047	6143	5844	5397	3628	3978	3525	5876	7274	6323	5646	5851	3872	3719	3776	3463	4052	2660	1697	261	4045	2851	4754	2572	2333	uncharacterized protein
K07048	572	479	492	427	521	576	410	564	512	512	513	510	499	444	496	471	456	224	49	164	371	668	389	438	phosphotriesterase-related protein
K07049	0	5	3	6	2	3	9	19	78	193	12	220	175	76	358	93	255	248	4	3284	252	298	99	86	TatD-related deoxyribonuclease
K07050	576	555	551	380	488	517	281	427	386	468	324	340	822	660	926	978	769	533	5	2054	607	1306	649	384	misacylated tRNA(Ala) deacylase [EC:3.1.1.-]
K07051	359	469	373	240	282	219	147	255	178	311	195	374	236	357	280	215	279	152	4	558	338	463	333	198	uncharacterized protein
K07052	3299	2204	1915	1651	1696	2166	1738	2392	2781	3051	2149	2756	5875	5681	5817	5271	4438	3544	1017	9145	4150	7448	4026	2876	uncharacterized protein
K07053	1424	1175	1038	1299	1234	1728	1817	2366	2358	2568	2150	2597	3479	2975	3102	2657	1986	1464	355	7412	2466	3743	2040	1880	uncharacterized protein
K07054	1110	732	679	235	594	317	465	594	485	430	403	218	251	322	407	472	247	287	2	43	280	486	302	152	uncharacterized protein
K07055	7	1	3	11	2	2	8	33	76	154	20	184	157	65	245	89	216	172	22	853	190	268	59	63	tRNA wybutosine-synthesizing protein 2 [EC:2.5.1.114]
K07056	2305	1704	1659	1660	1913	2457	1467	2052	1928	1942	1742	1688	3374	3320	3017	3385	2236	1647	54	662	2372	3686	2459	1689	16S rRNA (cytidine1402-2'-O)-methyltransferase [EC:2.1.1.198]
K07057	4	9	1	19	13	23	14	18	7	13	16	14	15	11	11	15	8	3	9	5	13	38	5	13	uncharacterized protein
K07058	3370	2547	2053	1723	2021	2673	1646	2198	2014	2179	1904	2274	3292	3399	3969	3125	2674	2241	333	1866	2768	4611	2869	1788	membrane protein
K07059	157	202	181	234	235	242	332	513	561	616	409	655	317	176	451	146	373	264	78	3781	480	564	296	225	uncharacterized protein
K07060	10	79	17	41	24	10	6	25	50	128	29	132	157	60	202	62	194	214	8	2275	188	224	61	69	endoribonuclease Nob1 [EC:3.1.-.-]
K07061	17	29	26	39	57	52	9	20	9	23	14	33	43	42	61	46	23	11	12	11	66	54	107	21	CRISPR-associated protein Cmr1
K07062	1404	1374	1124	1152	1072	1532	1175	1541	1293	1615	1310	1647	2176	2080	2509	2118	2047	1621	116	4777	2459	3092	2645	1379	uncharacterized protein
K07063	137	125	58	130	71	191	180	246	194	223	222	180	490	599	381	474	286	419	31	57	298	386	281	157	uncharacterized protein
K07064	606	660	578	467	484	554	304	467	401	338	375	263	959	733	835	844	786	584	12	1015	703	1190	875	402	uncharacterized protein
K07065	241	331	266	226	278	303	181	226	227	395	216	454	489	325	539	315	523	421	22	4525	553	692	351	294	uncharacterized protein
K07066	101	224	117	96	112	121	139	174	151	174	186	143	432	475	512	445	354	301	20	568	379	445	464	249	uncharacterized protein
K07067	296	108	86	99	116	134	32	111	55	68	66	85	356	268	283	237	149	109	2	104	230	439	160	214	diadenylate cyclase [EC:2.7.7.85]
K07068	844	1486	1038	920	1585	1163	824	970	1135	1280	851	1089	532	319	955	435	674	615	121	4868	722	1261	437	334	uncharacterized protein
K07069	106	46	41	26	33	48	38	56	106	156	43	83	242	243	239	204	176	184	2	333	150	270	145	108	uncharacterized protein
K07070	31	13	11	4	4	0	20	20	13	12	6	2	100	102	59	38	75	35	5	3	64	39	76	14	uncharacterized protein
K07071	1996	1882	1749	1467	1758	1822	1414	1735	1726	1668	1658	1322	1637	1716	1644	1671	1198	1068	27	360	1494	1915	1640	917	uncharacterized protein
K07072	101	82	69	41	55	27	37	90	60	58	52	99	67	70	76	53	34	55	8	15	74	125	77	53	uncharacterized protein
K07073	0	0	1	5	0	4	14	24	28	31	30	45	2	2	1	8	2	2	1	3	0	11	2	2	uncharacterized protein
K07074	268	331	217	190	183	194	151	148	141	114	143	125	126	117	258	105	154	113	33	196	211	235	154	137	uncharacterized protein
K07075	540	652	568	865	663	1301	588	856	694	851	744	959	2119	2009	1855	1662	1311	1029	125	728	1680	2245	1741	1112	uncharacterized protein
K07076	508	449	468	1099	1051	1716	246	628	472	689	461	1246	458	411	469	370	259	256	186	527	446	753	314	359	uncharacterized protein
K07077	427	222	231	138	200	150	282	402	320	260	247	247	323	348	285	348	198	220	1	49	185	257	225	110	uncharacterized protein
K07078	12	0	0	2	0	3	1	2	3	1	1	1	95	105	58	38	33	35	0	8	38	80	87	41	uncharacterized protein
K07079	625	460	432	999	497	890	2467	3023	3201	2952	2951	2361	1676	1387	1054	1019	716	379	94	486	1105	1630	981	929	uncharacterized protein
K07080	2577	2892	2433	1605	2133	1726	2108	2697	2874	2456	2383	1880	2624	2629	3027	2839	1857	1821	95	5342	2083	4680	2244	1745	uncharacterized protein
K07081	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	putative periplasmic solute-binding protein
K07082	2102	1828	1621	1438	1697	2101	1361	1769	1766	1635	1620	1468	2512	2754	2510	2744	1692	1308	94	554	1847	3346	2033	1398	UPF0755 protein
K07083	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	putative periplasmic solute-binding protein
K07084	13	11	4	3	6	2	11	10	7	9	19	8	104	145	72	79	50	75	0	5	56	45	84	21	putative amino acid transporter
K07085	588	272	333	240	260	312	727	869	757	649	663	439	660	955	681	940	486	331	19	140	636	696	630	364	putative transport protein
K07086	480	226	296	88	86	41	224	267	262	228	242	132	1691	1698	1415	1796	1080	859	9	206	879	1555	1333	697	uncharacterized protein
K07087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	3	3	0	2	uncharacterized protein
K07088	2435	1799	1816	1199	1711	2182	1673	1964	2156	2191	1825	1824	3557	3545	4229	3558	2802	2302	52	1800	2941	5340	3266	2093	uncharacterized protein
K07089	2773	1782	1996	2035	1984	3174	3156	3736	3899	3948	3693	3525	4663	4959	5185	4937	3548	2822	245	2855	3585	6022	4287	2437	uncharacterized protein
K07090	6414	4706	4438	5174	5107	6890	4323	6190	6066	6119	5372	6025	7337	7170	8935	7971	5435	5101	393	7362	5854	11539	6343	4209	uncharacterized protein
K07091	1965	1635	1431	1289	1551	1731	1592	1910	2028	1879	1634	1795	2131	2050	2109	2144	1586	1256	132	488	1770	3027	2028	1249	lipopolysaccharide export system permease protein
K07092	56	32	28	97	45	170	91	201	145	185	133	133	112	2	15	37	18	16	1	22	25	7	41	6	uncharacterized protein
K07093	1849	1606	1482	604	1074	580	537	692	580	535	543	359	903	801	1205	1171	712	669	79	294	847	1875	1080	584	uncharacterized protein
K07094	248	166	113	173	121	252	140	185	229	239	175	177	226	348	233	427	111	72	0	62	218	268	251	143	putative glycerol-1-phosphate prenyltransferase [EC:2.5.1.-]
K07095	747	634	510	558	551	825	644	947	1031	1214	854	1348	1913	1908	1750	1491	1242	1123	66	4963	1325	1838	1108	718	uncharacterized protein
K07096	111	94	89	151	119	214	192	244	231	264	264	218	145	146	142	156	134	102	82	206	157	350	120	115	uncharacterized protein
K07097	2	3	4	0	3	5	23	34	90	180	55	139	173	42	164	76	141	123	5	347	106	126	52	43	uncharacterized protein
K07098	1528	1414	1288	1449	1357	1840	1576	1914	2007	1815	1780	1462	1331	1625	1281	1344	827	558	182	307	1170	1623	1054	904	uncharacterized protein
K07099	55	65	52	46	46	77	36	48	47	46	37	66	300	380	148	228	60	111	3	18	62	196	52	95	uncharacterized protein
K07100	226	239	238	449	533	765	136	438	304	369	232	587	483	485	672	857	415	406	42	344	445	1008	502	387	putative phosphoribosyl transferase
K07101	609	587	457	381	433	475	573	708	602	630	514	448	629	602	615	670	548	458	25	3078	556	784	496	366	uncharacterized protein
K07102	976	855	870	645	983	1019	639	802	607	616	633	486	996	772	1409	1193	827	649	32	207	686	1671	904	463	anomeric MurNAc/GlcNAc kinase [EC:2.7.1.-]
K07103	2	7	5	9	2	8	6	30	48	145	13	144	111	75	183	68	129	212	0	2559	154	245	57	74	uncharacterized protein
K07104	657	694	571	427	684	850	158	264	243	439	166	455	582	528	719	649	556	445	33	952	500	1044	425	377	"catechol 2,3-dioxygenase [EC:1.13.11.2]"
K07105	5	4	15	4	3	9	1	7	2	2	7	17	422	290	206	225	107	71	8	37	59	217	81	137	uncharacterized protein
K07106	838	700	648	646	673	813	449	504	538	549	494	498	1042	998	853	798	636	368	20	142	594	756	658	441	N-acetylmuramic acid 6-phosphate etherase [EC:4.2.1.126]
K07107	3061	2532	2124	1954	2512	3660	1721	2535	2348	2336	1920	2603	3992	4141	3915	4017	2903	2633	124	2102	2666	4627	3357	1840	acyl-CoA thioester hydrolase [EC:3.1.2.-]
K07108	9	91	19	26	34	22	8	51	105	313	33	332	242	120	538	120	369	404	55	4985	375	455	144	147	uncharacterized protein
K07109	15	6	10	8	4	13	29	36	42	26	27	27	5	7	5	8	9	3	0	1	2	25	13	8	uncharacterized protein
K07110	1084	869	948	472	828	600	188	313	285	245	233	209	972	956	1879	1610	947	973	21	276	1007	2775	1269	850	uncharacterized protein
K07111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	uncharacterized protein
K07112	2785	2063	1884	1675	1836	2415	2550	3464	3213	3303	3053	2995	6582	6509	6427	5662	3859	3639	179	5404	3921	7293	4091	2932	uncharacterized protein
K07113	600	526	472	343	578	660	308	410	401	482	357	499	1193	839	1196	952	772	868	92	2882	820	1526	825	590	UPF0716 protein FxsA
K07114	10171	10071	9033	6718	8132	7276	8539	9818	9280	8546	8917	6331	5808	5660	6530	6235	4689	3552	608	3846	5477	8474	6282	3462	Ca-activated chloride channel homolog
K07115	170	128	113	107	194	400	49	83	83	78	57	56	427	450	491	544	373	355	1	86	320	649	463	195	23S rRNA (adenine2030-N6)-methyltransferase [EC:2.1.1.266]
K07116	979	1009	888	676	769	852	668	872	623	573	618	509	598	580	559	632	532	290	55	152	540	682	634	312	acyl-homoserine-lactone acylase [EC:3.5.1.97]
K07117	453	484	352	342	485	538	249	312	250	267	249	197	240	280	310	329	281	200	29	42	279	423	405	151	uncharacterized protein
K07118	167	111	67	111	109	141	103	108	108	110	64	164	88	3	28	35	22	1	7	33	24	31	19	5	uncharacterized protein
K07119	1514	1435	1339	722	1120	898	820	1017	919	914	865	908	663	649	925	694	817	598	19	1520	820	1351	695	526	uncharacterized protein
K07120	506	465	502	256	442	285	95	144	146	156	136	123	723	735	1238	930	596	765	16	169	569	1782	785	534	uncharacterized protein
K07121	489	408	350	278	367	389	406	573	400	345	348	310	604	392	406	575	364	385	76	118	347	625	412	185	uncharacterized protein
K07122	71	68	44	89	100	172	107	190	113	78	65	172	225	179	160	244	157	218	81	21	111	248	170	80	phospholipid transport system transporter-binding protein
K07123	35	20	15	17	14	20	46	55	35	53	42	42	43	40	19	13	13	4	1	23	23	46	23	28	uncharacterized protein
K07124	1555	1470	1243	1036	1325	1428	1155	1461	1302	1258	1133	942	1191	1137	1284	1429	1166	785	99	497	1101	1782	1282	738	uncharacterized protein
K07126	2232	2645	2574	2182	3033	2888	2223	2642	2222	2022	2333	1468	1055	1045	1426	1424	839	611	639	393	1056	2152	1201	734	uncharacterized protein
K07127	345	297	275	112	213	166	140	150	154	111	92	70	266	253	488	433	197	243	0	374	223	670	302	188	5-hydroxyisourate hydrolase [EC:3.5.2.17]
K07128	17	17	18	13	12	19	41	43	39	45	36	41	3	2	15	7	7	3	1	3	4	10	9	7	uncharacterized protein
K07129	19	9	8	28	8	82	51	64	87	188	46	192	248	196	433	115	330	458	12	4677	388	453	275	152	uncharacterized protein
K07130	276	314	254	289	303	315	235	339	305	311	282	267	569	471	298	324	190	161	23	177	249	352	213	185	arylformamidase [EC:3.5.1.9]
K07131	231	188	139	173	142	230	107	161	175	170	176	109	130	46	83	55	61	30	6	40	54	120	39	18	uncharacterized protein
K07132	53	39	32	54	51	95	27	81	38	41	29	134	39	34	24	41	58	16	1	8	30	44	58	16	uncharacterized protein
K07133	1897	1949	1927	2890	2442	3434	4130	4748	4638	4723	4902	3882	8225	9369	7554	7984	5390	3479	390	3929	8344	9665	8309	5727	uncharacterized protein
K07134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	uncharacterized protein
K07135	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	uncharacterized protein
K07136	158	110	129	62	137	77	44	64	66	55	41	19	360	386	330	460	344	241	14	21	210	393	395	136	uncharacterized protein
K07137	1057	649	644	734	734	1273	1129	1186	1439	1381	1315	1168	2341	2524	1717	1615	1158	738	33	445	1298	1914	1345	1006	uncharacterized protein
K07138	187	59	92	282	136	314	607	743	944	902	767	743	866	1109	694	658	379	307	110	317	605	1013	470	529	uncharacterized protein
K07139	341	173	197	323	266	422	628	688	857	803	735	688	1111	1269	836	926	521	348	11	235	726	1186	724	723	uncharacterized protein
K07140	797	881	725	442	746	667	237	380	336	384	259	294	613	635	906	735	660	563	14	2973	588	1423	563	432	uncharacterized protein
K07141	1245	1250	1211	752	1123	1053	593	872	740	804	636	841	1050	1029	1198	1132	861	648	98	865	791	1828	1007	669	molybdenum cofactor cytidylyltransferase [EC:2.7.7.76]
K07142	21	98	36	31	38	16	9	27	69	180	19	183	171	64	303	78	221	225	14	2259	215	276	78	73	uncharacterized protein
K07143	16	72	11	18	25	8	7	12	19	27	8	57	40	18	35	6	15	21	0	18	15	40	10	4	UPF0148 protein
K07144	0	12	12	8	8	5	23	25	33	24	40	38	54	54	25	23	16	16	16	7	12	38	49	26	uncharacterized protein
K07145	0	0	1	5	1	2	0	1	0	0	0	4	1	0	1	2	3	1	0	0	0	1	1	0	heme oxygenase (staphylobilin-producing) [EC:1.14.99.48]
K07146	1197	850	737	427	579	762	349	459	438	398	381	462	1806	2021	1868	1785	1321	1039	22	247	1045	2106	1538	765	UPF0176 protein
K07147	1007	1316	1098	838	1126	936	718	909	771	685	815	549	621	650	922	801	424	557	34	147	466	1180	514	323	methionine sulfoxide reductase catalytic subunit [EC:1.8.-.-]
K07148	671	523	471	217	172	114	646	713	754	662	603	291	1617	1640	2060	2171	1438	1355	53	4238	1304	2317	1510	956	uncharacterized protein
K07149	81	47	37	32	28	62	30	30	22	30	25	20	282	283	179	250	93	69	1	28	64	204	93	123	uncharacterized protein
K07150	210	88	110	186	99	252	275	403	474	432	347	328	714	786	640	625	312	258	9	175	477	773	438	412	uncharacterized protein
K07151	185	294	223	199	276	298	228	319	623	1117	340	946	975	544	1551	533	1180	730	150	10643	1281	1557	608	532	dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.99.18]
K07152	2701	2648	2260	1744	2503	2780	1435	1848	1703	1649	1413	1293	3742	3366	3744	3538	2880	2661	180	4589	2508	4385	2953	1677	protein SCO1/2
K07153	180	132	90	79	199	307	114	219	144	134	92	119	404	328	309	356	387	209	0	46	209	287	352	85	high frequency lysogenization protein
K07154	1911	1892	1733	1825	2065	2555	1218	1653	1520	1532	1320	1801	4200	4151	3803	4179	3177	1923	37	503	2584	3409	3554	1461	serine/threonine-protein kinase HipA [EC:2.7.11.1]
K07155	85	83	39	25	25	61	13	24	19	26	24	11	1	0	4	2	2	3	0	0	2	6	3	0	"quercetin 2,3-dioxygenase [EC:1.13.11.24]"
K07156	116	67	70	57	87	74	18	54	20	11	19	29	37	41	63	62	36	55	17	22	33	134	58	50	copper resistance protein C
K07157	1103	1134	873	595	942	835	557	777	598	577	531	408	972	955	1334	1310	787	872	42	179	775	1816	1164	580	uncharacterized protein
K07158	12	83	28	25	32	26	4	23	65	168	13	173	148	51	210	57	130	210	6	2181	169	237	84	78	uncharacterized protein
K07159	42	91	51	72	53	51	80	149	190	299	103	352	190	110	367	109	275	254	7	2827	307	385	152	90	uncharacterized protein
K07160	708	407	353	229	384	365	428	486	480	464	409	307	939	882	986	944	547	596	19	210	624	1439	702	453	UPF0271 protein
K07161	1580	1534	1268	800	1167	1000	569	780	676	618	665	663	598	559	904	797	595	583	27	325	685	1533	666	428	uncharacterized protein
K07162	4	0	0	0	0	0	6	6	2	5	0	1	124	219	66	89	22	32	5	1	26	57	14	28	uncharacterized protein
K07163	3	2	3	3	2	16	8	17	56	179	6	180	159	101	353	93	204	264	65	2501	249	370	84	74	uncharacterized protein
K07164	765	546	471	623	491	887	683	870	894	929	860	926	1030	1264	1024	1103	730	520	47	261	920	1186	894	615	uncharacterized protein
K07165	223	377	313	211	410	272	40	93	60	63	40	125	178	160	133	165	169	78	82	32	92	149	124	91	transmembrane sensor
K07166	22	24	18	37	36	63	39	35	49	58	56	64	218	297	172	178	50	53	17	15	67	160	104	83	ACT domain-containing protein
K07167	340	317	287	100	240	131	84	114	102	87	97	63	489	460	787	633	408	433	6	76	432	1079	557	302	putative transcriptional regulator
K07168	63	98	101	80	124	104	75	69	72	64	71	37	22	23	30	40	17	6	3	6	20	31	39	16	CBS domain-containing membrane protein
K07169	17	22	16	7	9	34	16	16	13	17	17	5	57	31	52	43	23	42	33	8	17	83	47	6	FHA domain-containing protein
K07170	610	406	376	326	398	623	353	499	463	452	376	473	1281	1345	1263	1363	912	782	58	235	848	1508	1055	685	GAF domain-containing protein
K07171	1054	1036	769	956	827	1322	945	1358	1170	1164	1223	1181	2096	2148	1880	1891	1304	1100	91	2295	1843	2619	1978	1409	mRNA interferase MazF [EC:3.1.-.-]
K07172	130	135	139	212	152	258	170	289	245	215	226	249	693	862	595	682	441	416	33	120	469	762	534	377	antitoxin MazE
K07173	20	17	8	24	25	45	29	50	41	41	44	39	123	147	85	124	46	46	10	18	27	117	31	34	S-ribosylhomocysteine lyase [EC:4.4.1.21]
K07175	1362	925	943	1050	1083	1701	1229	1478	1423	1450	1322	1262	2752	2348	1982	2218	1738	1066	80	657	1976	2501	2092	1390	PhoH-like ATPase
K07176	28	112	35	42	39	28	21	26	27	21	22	26	6	5	2	0	7	0	13	6	6	10	5	0	putative serine/threonine protein kinase
