KO	Sandmound_TuleA_D1	Sandmound_TuleA_D2	Sandmound_TuleB_D1	Sandmound_TuleB_D2	Sandmound_TuleC_D1	Sandmound_TuleC_D2	Sandmound_ThreeSqA_D1_rd	Sandmound_ThreeSqA_D2	Sandmound_ThreeSqB_D1	Sandmound_ThreeSqB_D2	Sandmound_ThreeSqC_D1	Sandmound_ThreeSqC_D2	WestPond_TuleA_D2	WestPond_TuleB_D1	WestPond_TuleB_D2	WestPond_TuleC_D1	WestPond_TuleC_D2	WestPond_CattailA_D1	WestPond_CattailA_D2	WestPond_CattailB_D1	WestPond_CattailC_D2	WestPond_TuleA_D1	MayberryNE_TuleA_D1	MayberryNE_TuleA_D2	MayberryNE_TuleB_D1	MayberryNE_TuleB_D2	MayberryNE_TuleC_D1	MayberryNE_TuleC_D2	MayberryNE_CattailA_D1	MayberryNE_CattailA_D2	MayberryNE_CattailB_D1	MayberryNE_CattailB_D2	MayberryNE_CattailC_D1	MayberryNE_CattailC_D2	MayberrySE_CattailA_D1	MayberrySE_CattailA_D2	MayberrySE_CattailB_D1	MayberrySE_TuleA_D1	MayberryNW_TuleA_D1	MayberryNW_TuleA_D2	MayberryNW_TuleB_D1	MayberryNW_TuleB_D2	MayberryNW_TuleC_D1	MayberryNW_TuleC_D2	MayberryNW_CattailA_D1	MayberryNW_CattailA_D2	MayberryNW_CattailB_D1	MayberryNW_CattailB_D2	MayberryNW_CattailC_D1	MayberryNW_CattailC_D2	Browns_TuleA_D1	Browns_TuleA_D2	Browns_TuleB_D1	Browns_TuleB_D2	Browns_TuleC_D1	Browns_ThreeSqA_D1	Browns_ThreeSqA_D2	Browns_ThreeSqB_D1	Browns_ThreeSqB_D2	Browns_ThreeSqC_D1	Browns_ThreeSqC_D2	RushSE_TuleA_D1	RushSE_TuleA_D2	RushSE_TuleB_D1	RushSE_TuleB_D2	RushSE_TuleC_D1	RushSE_CattailNLA_D1	RushSE_CattailNLA_D2	RushSE_CattailNLB_D1	RushSE_CattailNLB_D2	RushSE_CattailNLC_D1	RushSE_CattailNLC_D2	RushMan_CattailNLA_D2	RushMan_CattailNLB_D2	RushMan_CattailNLC_D1	RushMan_CattailNLC_D2	RushMan_ThreeSqA_D1	RushMan_ThreeSqA_D2	RushMan_ThreeSqB_D1	RushMan_ThreeSqB_D2	RushMan_ThreeSqC_D2	RushOxbow_ThreeSqA_D1	RushOxbow_ThreeSqA_D2	RushOxbow_ThreeSqB_D1	RushOxbow_ThreeSqB_D2	RushOxbow_ThreeSqC_D1	RushOxbow_ThreeSqC_D2	Joice_CattailNLA_D1	Joice_CattailNLA_D2	Joice_CattailNLB_D1	Joice_CattailNLB_D2	Joice_CattailNLC_D1	Joice_CattailNLC_D2	Joice_ThreeSqA_D1	Joice_ThreeSqA_D1_rd	Joice_ThreeSqA_D2	Joice_ThreeSqA_D2_rd	Joice_ThreeSqB_D1	Joice_ThreeSqC_D1	Joice_ThreeSqC_D2	Goodyear_PhragA_D2	Goodyear_PhragC_D2	White_CordA_D2	White_CordB_D2	White_ThreeSqA_D1	White_ThreeSqA_D2	White_ThreeSqB_D1	White_ThreeSqB_D2	White_ThreeSqC_D1	White_ThreeSqC_D2	Tolay_CordA_D2	Tolay_CordB_D2	Tolay_CordC_D2	China_Galinas_CordA_D2	China_Galinas_CordB_D2	China_Galinas_CordC_D2	China_Galinas_PWA_D1	China_Galinas_PWA_D2	China_Galinas_PWB_D1	China_Galinas_PWB_D2	China_Galinas_PWC_D1	China_Bullhead_CordA_D2	China_Bullhead_CordB_D2	China_Bullhead_CordC_D2	China_Galinas_PWC_D2	Muzzi_CordA_D2	Muzzi_CordB_D2	Muzzi_CordC_D2	Muzzi_PWA_D1	Muzzi_PWB_D1	Muzzi_PWB_D2	Muzzi_PWC_D1	Muzzi_PWC_D2
K11077	3.8892	4.918	4.5461	4.1193	4.2462	3.7183	3.6824	3.8933	4.0243	3.9516	3.8093	4.7805	4.1938	3.6411	2.6517	3.5824	4.0886	4.1675	4.1712	3.7959	3.1938	4.0061	3.8175	3.6402	2.9228	2.8821	3.8256	3.8517	3.7703	4.1841	3.5165	4.0038	3.6151	3.9402	3.9937	3.5085	3.6843	3.5096	3.2395	3.7432	3.8289	3.1191	4.0704	3.9162	3.2016	3.3895	3.2223	4.0715	4.0276	3.9682	3.5421	3.9752	3.7799	4.1818	3.8428	3.61	4.1378	4.245	3.8007	4.0062	4.0945	3.2228	3.2153	3.1659	3.2665	3.4493	3.3932	3.5331	3.4103	3.8751	2.9365	3.1949	2.9069	3.7293	3.1305	2.9865	3.9733	4.2504	2.9044	3.2286	2.657	2.6866	4.2925	4.1566	3.8637	3.6245	3.4691	3.9808	3.7071	4.0417	4.2083	3.773	3.1915	3.8813	3.9506	3.919	3.5099	3.5121	3.6248	4.0627	3.5957	3.9859	3.6711	3.9171	3.537	3.308	2.6707	3.6969	3.7277	3.9141	4.1312	3.9412	3.7871	3.6968	3.6667	3.6752	3.5275	3.4174	3.1654	3.4276	3.5157	3.5526	4.4285	4.2273	3.6029	3.3491	2.8337	3.5303	3.4188	2.6471	3.2077	2.6076	2.8696
K11078	4.4546	4.5241	3.9278	4.5513	3.875	4.9409	3.8476	4.0934	4.3447	4.2952	3.9238	4.6716	3.6647	4.1022	3.3636	3.871	3.9491	4.2335	3.9093	4.0473	4.024	4.3246	3.5501	3.3931	3.7335	3.9655	3.5943	3.2279	3.8829	4.4692	4.3451	3.5433	4.2163	4.0602	3.9937	4.4792	4.23	4.1734	3.5948	3.7432	4.1941	4.0057	3.8719	4.4763	3.3885	4.2541	3.8441	4.2836	4.3221	4.7072	3.5421	4.6573	4.2665	4.3446	4.1274	4.2876	4.0403	4.245	3.9147	4.0933	3.7812	4.1415	4.4869	3.3485	3.6658	3.7038	3.6403	3.1889	3.5723	4.1993	3.4954	4.2132	3.3002	3.942	3.5966	4.1575	3.9733	3.7895	3.2968	3.6189	3.532	3.8627	4.2204	3.7299	4.6468	3.1518	4.354	4.4723	4.3912	4.3458	5.2101	4.4117	4.6502	4.0598	3.7078	4.7863	4.2574	4.5513	4.4793	4.3604	4.1921	4.0725	4.4403	4.055	3.8027	3.5957	3.7007	4.4524	3.9724	3.6746	4.0339	4.1235	3.5231	4.3717	4.9708	4.0194	4.2533	4.2099	4.9839	3.6793	3.8365	4.609	3.7867	3.8907	3.994	3.7674	4.1097	3.3717	4.055	4.1768	3.4785	3.8946	3.8509
K11079	4.732	4.7068	4.3057	4.6694	4.8291	4.9409	4.7985	4.6838	5.0089	4.5684	4.4561	4.5535	4.6346	4.2487	3.3636	4.4782	4.4858	4.761	4.7432	4.2579	4.167	4.0932	4.135	3.9362	3.6115	3.0933	4.0208	4.7763	4.5458	4.9062	4.3451	4.6917	4.3092	4.7592	4.9051	4.6101	4.8701	4.4103	4.4506	4.1721	4.2715	4.4588	4.5324	5.3421	4.0356	4.0029	4.8262	4.5227	4.5635	4.5245	4.5263	5.0105	4.6833	5.2221	4.8887	4.6786	4.6087	4.8133	4.5843	4.7986	5.6146	4.5177	4.5588	4.5413	4.5905	4.5238	4.3797	4.5814	4.3399	3.8751	4.6521	4.2978	3.7073	3.4719	3.7178	3.568	4.2164	4.4873	4.6404	4.4131	4.7057	4.3638	4.8117	4.8737	4.7609	5.0931	4.4897	4.664	3.8037	4.151	3.4162	4.0222	3.3772	4.0598	4.0566	4.0829	4.5483	3.8875	4.6412	3.884	4.2694	4.6154	4.5113	4.753	3.6771	3.7169	4.1463	4.3179	4.8417	4.2058	4.4619	4.1235	3.7871	4.3717	4.1962	4.3705	4.3855	4.415	4.8855	4.3647	4.4893	4.314	4.1463	4.2995	3.6029	4.1683	3.7856	4.2844	4.5952	3.9914	4.1187	4.2316	3.8509
K11080	5.1917	5.1849	5.358	4.9731	5.6473	4.9937	5.2772	5.0035	5.2134	4.8476	4.8919	5.1865	4.7548	4.9822	4.2727	5.1181	4.3297	4.6705	4.3897	5.1374	4.2331	4.4593	4.6055	5.3382	4.6228	4.7486	5.2463	5.1951	5.6588	5.8343	5.4825	5.5355	5.9531	5.5687	5.5597	5.8269	5.6932	5.7752	5.3471	5.4825	4.8702	5.6123	5.311	5.5692	5.0995	5.3162	4.9911	5.5314	4.8156	5.573	4.6105	5.2046	5.1817	5.1807	5.6584	5.1134	5.1055	4.9252	5.2527	5.0291	4.9062	4.939	4.5588	4.9365	4.5905	5.4978	4.9398	4.5814	4.7643	4.3783	4.9217	5.0397	4.5284	4.4276	5.134	4.4147	5.29	4.8653	5.3351	4.7777	5.0267	5.5692	5.486	5.4907	5.0996	5.3656	4.8312	5.7647	4.61	5.6898	4.8449	4.6442	4.3718	4.9448	4.7548	4.6914	4.9924	4.4842	4.7394	4.9912	5.2109	5.1249	3.9102	4.1797	4.713	4.5409	4.8046	4.7911	4.654	4.4448	4.6012	4.7297	4.6927	5.0947	5.1118	4.5843	5.1048	4.8468	4.2501	4.7668	4.8419	4.7357	4.9073	5.0	4.4615	4.7256	5.3444	4.6417	4.753	4.8976	4.9116	4.6719	4.5633
K11081	3.9654	3.1561	3.3865	3.1357	3.7626	3.8461	3.9227	4.0934	3.3094	4.1346	2.6625	3.3159	4.0074	4.6115	2.9543	4.6796	4.8318	4.4142	4.819	2.5681	4.296	3.582	4.2258	5.3695	4.0411	5.9675	4.1083	5.3248	3.3514	4.8422	4.3451	5.0914	3.6151	4.1701	4.5242	3.3517	3.5649	4.0841	6.196	4.0969	6.0935	4.4588	5.5824	4.4763	6.0466	4.6049	5.7988	5.1334	4.3221	3.6304	3.7152	3.2329	2.6494	2.649	3.3202	2.628	3.82	3.2151	2.9638	3.1194	3.5179	3.6116	4.2453	2.943	3.7736	3.8134	3.0748	2.6576	3.4103	3.245	2.9365	3.5404	4.5284	5.5366	3.7178	3.568	4.0594	3.2047	3.2968	3.503	3.532	3.7341	3.8845	3.3788	3.7519	4.45	2.6255	4.1655	3.3596	4.0417	4.5345	2.7052	3.1915	3.4225	3.9506	2.8573	2.6459	3.1717	3.6248	4.4256	6.0491	5.7693	2.6567	3.3781	2.6596	2.6214	2.6707	3.2918	3.5844	2.6584	2.6647	3.9412	3.6623	2.9779	4.814	2.6587	2.5897	4.5363	5.6817	4.7668	6.9107	2.6674	2.6044	2.606	6.5897	4.2518	3.0356	4.0134	2.6004	2.6471	2.5672	3.7945	3.9422
K11082	3.416	3.9679	3.3865	3.6034	3.163	3.8461	3.8476	3.8933	3.8289	4.2173	3.6834	3.7266	3.7896	4.1774	3.3636	3.4685	3.8733	3.7751	3.579	3.2094	4.2331	3.7023	3.2029	4.8079	3.6115	5.2098	2.9118	4.58	3.7703	3.0582	4.4904	4.0038	4.2163	4.0602	4.7277	3.1688	3.4321	3.5096	6.1015	4.6576	5.4893	4.3932	4.0704	4.8715	5.666	3.9317	4.7666	4.678	4.9049	3.8654	3.3389	4.0821	3.6554	3.7791	3.8428	3.61	3.392	2.9845	3.3762	2.615	4.0945	3.0542	2.6739	2.6435	3.093	2.6156	2.8665	2.6576	3.221	3.0097	2.6387	2.6613	4.4656	5.1904	3.1305	2.6752	3.4221	3.5892	2.6153	3.3743	3.532	2.6866	3.9769	3.7299	3.6289	4.38	3.3155	2.942	3.6022	3.2798	4.5345	2.7052	3.3772	3.7817	3.2157	3.919	3.8849	2.647	3.8283	4.4256	5.7954	5.4058	2.9612	3.3781	2.6596	2.9128	2.6707	2.6126	2.9979	2.9635	3.3872	3.1383	2.6526	4.3717	4.1063	2.6587	3.078	4.477	5.0758	5.0378	6.1786	2.6674	2.8894	3.4301	5.5535	3.6436	2.8337	2.9604	3.5507	3.1719	2.8382	3.5662	3.6455
K11083	2.7987	3.3375	3.0693	3.468	2.6417	2.9917	3.6824	3.8933	2.9138	3.8494	3.9238	2.6257	2.9571	3.524	3.1794	4.8134	3.9491	3.7751	3.372	3.3533	3.5756	2.615	3.6911	4.5562	3.4756	5.4095	2.9118	4.5078	2.9452	4.7049	3.5165	4.3422	3.2562	3.4907	4.4683	3.1688	2.893	2.9462	6.3682	4.2432	6.2854	4.0928	4.3953	4.1548	5.0523	4.2541	5.6763	4.2166	5.068	2.6376	3.5421	3.2329	3.1755	2.649	3.3202	3.1407	3.2047	2.9845	3.3762	3.1194	2.6499	3.0542	2.9846	3.7667	2.5989	3.5833	2.5878	2.6576	2.6774	3.0097	2.9365	2.9674	3.4524	5.0242	3.7178	3.9532	3.6731	3.962	3.4487	3.503	2.9616	3.7341	4.5477	4.0818	2.6369	3.6245	3.3155	4.664	4.0558	3.2798	3.548	2.7052	2.6592	3.0986	3.5657	3.0637	2.9464	2.9479	3.0636	4.4877	5.7954	5.5278	2.6567	2.775	2.6596	2.6214	2.9804	3.5768	2.6835	2.6584	2.6647	3.4712	2.6526	3.863	4.5055	3.1906	2.5897	3.2681	3.9818	5.0782	6.1434	2.6674	2.6044	2.8917	5.8173	3.1665	2.564	2.6562	2.6004	2.948	2.8382	3.6857	4.0274
K11084	7.1261	6.3048	6.7919	6.3313	6.9294	6.3749	6.6578	6.1913	6.4863	6.4868	6.4841	6.3164	5.9581	6.31	5.2709	5.9869	5.6925	6.5251	5.8293	5.9119	5.9186	5.9611	5.8443	6.6365	5.6031	6.815	6.0468	6.5682	6.4732	7.009	6.6769	6.6729	6.8532	6.5387	6.6083	6.5867	6.4757	6.7777	6.9854	6.5384	6.9833	6.4589	6.7578	6.4727	6.3275	6.6507	7.1449	6.5937	6.7563	6.7062	6.465	6.1823	6.7209	6.3462	5.9631	6.5238	6.2535	5.976	6.3617	6.3291	5.9934	6.2602	6.2123	5.9226	5.8117	6.2792	6.0837	6.2403	6.1801	5.8447	6.45	6.1023	6.2671	6.2479	6.0715	6.1038	6.457	5.9414	5.8946	5.5371	6.0648	6.3607	6.0658	6.1819	6.2071	6.2767	6.633	6.4648	5.732	6.3461	5.8128	6.0541	5.5489	6.1384	6.1688	5.746	5.6617	5.8593	5.8138	6.1424	6.9009	6.9689	5.3642	5.9453	5.6467	5.5481	5.5868	5.8614	5.4112	5.7903	5.8114	5.4726	5.8522	5.9251	6.1459	5.8189	5.4372	6.2889	6.415	6.5264	7.1853	5.4359	5.4889	5.4338	6.9322	5.6838	5.4018	5.9417	5.9934	5.3701	5.8681	5.4078	5.5245
K11085	13.118	13.037	13.089	13.043	13.088	13.027	12.969	13.103	12.94	13.024	13.077	13.025	12.728	12.73	12.941	12.667	12.705	12.639	12.593	12.812	12.716	12.788	12.795	12.757	12.764	12.685	12.732	12.755	12.741	12.806	12.794	12.83	12.846	12.849	12.629	12.889	12.931	12.639	12.661	12.894	12.614	12.661	12.738	12.649	13.023	12.767	12.76	12.69	12.776	12.798	13.202	13.046	13.149	13.069	12.878	13.031	13.048	12.967	13.13	13.048	13.202	12.796	12.866	12.92	12.852	12.758	12.971	12.946	13.025	12.947	12.914	12.876	12.932	12.861	12.92	12.943	12.94	12.91	12.855	12.887	12.787	12.854	12.707	12.709	12.887	12.758	13.035	12.754	13.043	12.706	13.011	12.891	13.023	12.985	12.792	13.005	12.893	12.94	12.858	12.925	12.827	12.823	13.155	13.16	12.952	12.914	13.023	13.033	12.938	13.0	13.058	13.042	13.036	12.957	12.69	13.086	13.119	12.777	12.853	12.807	12.933	13.167	13.181	13.208	12.856	12.983	12.863	13.023	12.937	12.9	12.862	12.946	12.987
K11089	8.889	9.0058	8.9007	8.8197	8.9993	8.9664	9.0015	9.0861	9.2395	9.1978	9.2759	9.2373	9.0657	9.0343	8.9911	9.1963	9.2162	9.1702	9.1242	9.1332	8.8617	9.0977	8.6228	8.1497	8.3323	8.2996	8.873	8.6271	8.4176	8.568	8.5015	8.3819	8.4714	8.415	8.7391	8.5432	8.818	8.2833	8.4769	8.7233	8.5042	8.0324	7.9832	8.0398	8.4503	8.4524	8.1191	8.3945	8.4784	8.6178	9.3811	9.1211	9.553	9.4965	9.1195	9.4081	9.3264	9.3846	9.2511	9.4113	9.3896	9.0625	8.9825	8.9623	9.1613	9.075	9.045	9.072	9.0578	9.1779	9.1355	8.9974	8.3971	7.4292	8.9803	8.3892	8.8675	8.9955	9.0765	8.904	9.0409	8.5904	8.5047	8.7672	8.8223	8.8175	8.6428	8.3911	8.3993	8.688	8.5547	8.5171	8.6004	8.7098	8.5138	8.3525	8.4121	8.7719	8.5273	8.2791	8.1788	7.6544	8.607	8.7283	8.7278	8.5467	8.6948	8.9407	8.9365	8.829	9.064	8.8041	8.755	8.6725	8.6148	8.5037	8.6264	8.0083	8.5393	8.4039	8.0145	8.5869	8.7403	8.5257	8.3227	8.8199	8.9002	8.7897	8.7851	8.9971	8.5379	8.2529	8.2625
K11093	3.416	3.9679	2.862	3.3145	3.3452	3.5756	3.5907	3.7802	3.5973	3.7381	4.0288	3.605	4.3572	3.7478	3.1794	3.6863	3.7927	3.6796	4.3897	3.9688	3.4621	3.7023	2.9741	3.0747	2.9228	3.2668	4.0208	3.5806	3.1685	4.1841	3.1753	3.34	3.0191	3.8077	3.2267	3.3517	3.1064	3.1697	3.5948	3.0722	3.3093	3.7019	3.4988	3.8258	4.0356	4.0029	3.4118	3.2258	3.2502	3.7535	3.7152	3.7302	4.093	3.6547	3.4742	3.8429	3.6935	3.4037	3.6752	3.582	3.1765	3.2228	3.4039	2.943	2.8818	3.2973	3.2459	3.6729	2.6774	3.7458	3.7559	3.8065	3.8171	3.4719	3.4616	3.2176	3.9733	3.6934	3.2968	3.8219	3.6717	2.6866	3.425	2.8567	2.934	3.3327	2.9184	3.6414	3.4872	3.6437	3.4162	3.266	4.2923	3.7817	2.6741	3.3796	3.1699	3.8875	3.7307	2.6034	3.1298	3.2816	3.7964	3.9171	3.537	3.7169	2.6707	3.4432	3.7277	2.9635	2.972	2.6266	3.5231	2.7855	4.0097	3.6752	3.078	3.8751	3.8785	4.2962	3.069	3.6937	3.102	3.6821	3.0107	3.5057	4.0359	3.1866	3.5507	3.6507	3.2077	3.6857	3.5282
K11103	10.668	10.738	10.676	10.539	10.757	10.583	10.966	10.739	10.83	11.08	10.935	10.718	10.43	10.614	9.6172	11.132	10.691	11.175	10.267	11.286	10.17	11.153	8.4932	9.6633	8.6162	8.9873	8.6204	9.5449	9.234	9.7228	9.2549	9.5977	9.5555	9.528	9.0061	8.9176	8.879	9.4417	10.169	9.7419	9.5999	9.6286	9.2762	9.5305	9.871	9.6364	9.7039	9.7474	9.7058	9.7125	10.884	10.453	10.793	10.676	10.475	10.52	10.333	10.408	10.327	10.496	10.293	8.8956	7.9684	8.8734	8.8314	8.7825	8.9711	8.4075	9.0177	8.3042	9.0105	8.5923	8.4453	8.7767	8.4912	8.1315	9.3609	8.8125	9.0431	9.4126	9.1959	9.1398	9.0514	9.1392	9.3139	9.1514	9.094	8.6924	8.0807	9.1624	8.6194	9.1003	8.7042	9.2225	9.665	8.9606	9.1971	9.1121	8.9095	8.6028	9.1555	9.2509	5.7275	6.5423	7.0892	6.7404	7.5601	7.3981	7.6808	7.1945	6.5262	7.0112	6.8949	6.1952	6.4386	6.783	6.743	8.1211	6.7266	6.148	7.8339	6.3924	5.8317	5.8839	7.6819	7.13	6.3231	7.4461	6.8203	4.6156	7.3234	7.683	8.3667
K11140	7.0622	7.0741	7.1423	7.2837	7.122	7.3315	6.9798	7.5557	7.0588	7.3595	6.9814	7.1035	6.1426	5.7486	6.0917	5.9869	6.475	6.1342	5.9995	6.0082	6.1986	6.1472	6.5144	6.4604	6.1778	6.1635	6.4654	6.5153	6.8154	7.009	6.7766	6.6341	7.4427	6.5581	6.0991	6.9304	6.7244	6.8572	6.0262	7.048	5.942	6.933	6.4222	6.9143	6.5457	6.8092	6.3115	6.8062	6.8915	7.0637	7.4725	7.073	7.223	7.3099	6.8785	7.1728	6.9862	7.2608	7.3551	7.333	7.5084	6.9054	7.1636	7.0186	7.4968	6.9694	6.7353	7.641	7.2739	7.6119	7.1526	7.0954	6.8612	6.787	6.9024	7.3772	6.8614	7.2557	6.7937	6.9879	7.1575	6.8537	7.2965	6.8962	7.0167	6.9864	7.7466	7.2864	7.1406	7.1616	7.4083	7.2167	7.176	7.0633	7.0474	7.2397	7.0046	7.1525	7.2638	7.0577	6.3356	6.8576	7.713	7.9539	7.2708	7.3831	7.4549	7.6494	7.3064	7.3821	7.4052	7.4361	7.459	7.1899	7.0367	7.8124	7.4957	7.0731	7.0401	7.4075	7.0403	7.0948	7.0006	7.2194	7.1383	7.8366	6.8491	7.6201	7.7793	6.8229	6.7778	7.0941	7.3792
K11141	6.8514	6.6775	6.4038	6.5429	6.6346	6.7685	6.6265	7.0178	6.4548	6.7087	6.0605	6.6195	5.2772	5.275	4.8595	4.974	5.34	5.5205	5.3629	5.499	5.0376	5.1116	4.7913	5.3063	4.8909	5.4402	5.0477	5.6874	6.3505	6.4355	5.9426	6.3523	6.3407	6.4161	5.393	6.4737	6.1748	5.2117	5.0738	5.9809	5.0943	5.6402	5.8363	5.742	5.666	6.126	5.3141	5.8204	5.8253	6.2866	7.0255	6.7271	6.8177	7.016	6.4278	6.9834	6.666	6.6572	7.2675	6.9337	7.0539	5.701	5.8136	5.8727	5.7881	6.0069	5.7709	6.1122	5.8817	6.137	6.0897	6.147	5.5031	5.7893	5.2498	5.5328	6.0202	6.0709	5.1909	5.7593	6.1102	5.9121	5.7317	5.9398	6.1258	6.1185	6.4988	6.0823	5.1483	6.232	5.6121	6.1058	6.0489	5.7271	5.6307	5.4921	5.5379	5.5088	5.5729	5.5437	4.9618	5.5568	5.9183	6.192	6.0964	6.2647	5.7743	6.0381	5.9021	6.0226	6.3445	6.3195	6.1601	5.6566	6.0794	6.0471	5.6564	5.5021	6.0838	6.0506	5.4756	6.0535	6.0488	6.075	5.9874	6.2515	5.7714	6.1072	5.9726	5.4061	5.6228	5.721	6.1293
K11142	5.7363	4.8681	5.7351	5.7301	5.8664	5.275	5.5019	5.1396	4.8703	4.8476	4.5275	5.4697	5.3545	5.7952	5.0104	5.3098	5.2576	5.2072	4.9593	5.2994	4.8454	5.1512	5.2349	5.2059	5.3096	5.4402	4.8164	5.7191	5.1256	5.3793	5.6122	5.9065	5.4199	5.1191	5.4222	5.6886	5.4373	4.992	5.5405	5.4245	4.543	4.7469	5.5192	5.0337	6.0225	4.56	5.042	5.2356	4.4481	5.1853	5.6935	5.1109	5.7027	5.0489	5.5094	5.2328	5.2384	4.6918	4.7104	4.5221	4.9062	5.4145	4.4869	5.6234	4.7968	5.3698	5.171	5.2494	5.1363	4.9794	4.3166	5.0868	5.1188	4.6752	5.519	5.1297	5.6493	4.78	5.3004	4.7777	4.4411	5.4593	4.4882	4.6901	4.2335	5.1764	5.2244	5.4945	4.9649	5.2922	5.0986	5.7951	5.17	5.2207	5.4936	5.2829	5.5698	4.9474	5.0371	4.8111	4.9618	4.4987	5.1624	5.0973	4.8286	5.0066	5.2061	4.6321	5.007	5.0309	5.6321	5.1496	4.6927	5.1858	4.3597	4.7693	5.2472	4.5363	4.7237	5.2294	4.8419	4.4694	4.4285	5.0417	4.9262	4.7817	4.7302	4.4387	4.849	4.8456	4.7855	5.2024	4.8154
K11147	6.1907	6.1893	6.2136	6.0407	6.3383	6.3146	6.0511	6.3479	6.2305	6.335	5.9634	6.5151	6.2866	5.4607	6.2399	5.3968	5.7537	5.689	6.2628	5.674	6.1501	5.6408	5.6994	5.7938	5.6031	6.2523	5.937	5.923	6.0684	6.0453	5.7592	6.2786	5.8373	6.282	6.0627	6.2565	6.0787	5.8023	5.3471	5.8984	6.2674	6.2403	6.2966	6.5275	5.7854	6.283	5.9909	6.4323	6.4405	6.5434	6.3013	6.526	6.1488	6.4534	6.1752	6.4278	6.2535	6.2963	6.2025	6.6356	6.5882	5.8572	6.4336	5.9944	6.6148	6.1102	5.8612	6.4491	6.3088	6.3385	6.1322	6.5311	6.2671	6.004	6.3543	6.3812	6.3311	6.5354	6.2423	6.4096	6.5328	5.5692	6.1985	6.1989	6.3571	6.4361	6.5749	6.0602	6.1621	6.3461	6.1639	6.4436	6.1616	6.5733	6.052	6.2667	6.003	5.9349	6.4905	6.2856	6.7139	6.3498	6.2973	6.8597	6.402	6.5447	6.8121	6.3202	6.8714	6.8506	6.6874	6.6512	6.7182	6.3722	6.6817	6.3988	6.6822	6.2023	6.3253	6.0097	6.3269	7.2894	7.0212	7.0175	6.7865	6.566	6.9192	6.774	6.7968	6.4636	6.8725	6.7765	6.7678
K11149	2.7987	2.6375	2.5844	2.9176	2.6417	2.6791	3.262	2.9513	2.6221	2.6308	2.6625	2.9187	2.9571	2.867	3.3636	3.0333	2.5328	2.828	2.7711	3.4805	2.8278	3.582	3.6911	3.0747	2.6287	3.0933	2.6207	3.5806	2.6451	3.82	3.1753	3.5433	3.2562	3.0501	3.2267	3.6466	3.2816	2.6458	3.8676	3.0722	3.4624	2.9037	3.7597	3.7283	3.2016	3.2685	3.7164	3.0569	3.7526	3.1563	3.3389	3.4236	3.1755	2.9507	3.1407	2.628	2.9757	2.6737	2.6587	2.615	3.1765	3.0542	2.9846	2.6435	2.5989	2.9048	2.8665	2.9624	2.6774	3.245	2.9365	2.6613	2.9069	3.4719	2.9133	2.9865	2.6021	2.8359	2.9044	2.5784	2.657	3.236	2.6035	3.0631	2.6369	3.3327	2.9184	3.3472	2.5712	3.2798	2.8822	3.0274	2.6592	3.4225	2.9849	2.8573	3.1699	2.647	2.581	2.6034	3.1298	3.1064	3.1875	3.3781	2.9651	3.1299	2.9804	3.2918	2.9979	2.6584	2.972	3.1383	3.1807	2.9779	3.1841	2.6587	2.5897	3.4174	4.0775	5.2294	4.3052	2.9758	3.4267	3.1048	3.6029	3.1665	2.8337	2.6562	2.6004	2.948	2.5672	2.6076	2.59
K11150	4.0374	4.7627	3.837	4.5513	4.5361	4.7068	4.4052	4.7424	4.8208	4.8476	4.5953	4.4903	4.5029	4.3807	4.9116	4.6796	4.5341	4.0245	4.1712	4.3818	4.167	4.3246	3.5501	4.3152	4.6807	4.348	3.9269	4.6486	4.4788	4.1841	4.3451	4.838	4.2163	4.366	3.8193	4.7297	4.0724	4.2571	3.9846	5.0548	4.8208	5.263	4.9269	5.0715	4.5354	5.1766	5.2291	5.1683	4.7202	5.2253	4.3405	4.9024	4.558	4.6212	4.0393	4.7876	4.6735	4.6267	4.5167	4.8954	4.4924	4.623	4.5588	4.3296	4.1315	3.9143	4.0214	3.9123	3.8423	4.6089	4.3906	4.4527	4.1808	4.2069	4.2705	4.6308	4.5434	3.7895	4.0942	4.4715	4.2867	4.3638	4.6047	4.4198	4.705	4.3062	5.2244	4.3276	4.13	4.4335	4.2083	4.4117	4.3718	4.2168	4.1546	4.421	4.4812	4.3391	4.4208	4.4256	4.7672	3.7931	5.0258	4.829	4.6514	3.8272	4.3226	4.5748	4.513	4.2058	4.6012	4.7297	4.6927	4.4235	4.3597	5.0317	4.5624	4.415	4.0775	3.7879	4.0917	4.3939	4.7653	4.4334	4.2936	3.9833	4.0359	4.1101	4.417	4.1768	4.0448	4.304	3.6455
